"68874","I-10, EXIT 114 & SR-85, Buckeye, AZ, ","No_Match"
"68873","I-84, EXIT 8, Lake Ariel, PA, ","No_Match"
"68875","I-40, EXIT 203 & SR-66, Kernersville, NC, ","No_Match"
"2306","I-77, EXIT 73 & SR-901, Rock Hill, SC, ","Tie"
"68885","I-35, EXIT 69, Cotulla, TX, ","No_Match"
"66223","SR-83, Laredo, TX, ","No_Match"
"68883","US-85, Belle Fourche, SD, ","No_Match"
"66221","I-43, EXIT 38, East Troy, WI, ","No_Match"
"68882","US-40/191, Myton, UT, ","No_Match"
"66227","I-57, EXIT 95, Mount Vernon, IL, ","No_Match"
"68888","US-80, EXIT 33 & US-6/SR-78, Annawan, IL, ","No_Match"
"4981","I-94, EXIT 110 & US-27, Marshall, MI, ","No_Match"
"66224","I-90, EXIT 36, Hampshire, IL, ","No_Match"
"66225","I-39, EXIT 72, Mendota, IL, ","No_Match"
"68886","SR-38, Kentwood, LA, ","No_Match"
"66229","I-40, EXIT 86 & SR-226, Marion, NC, ","No_Match"
"2311","I-24 & EPPS MILL RD, EXIT 89, Christiana, TN, ","No_Match"
"7","I-44, EXIT 283 & US-69, Big Cabin, OK, ","No_Match"
"2310","I-24, EXIT 175, Chattanooga, TN, ","No_Match"
"9","I-94, EXIT 143 & US-12 & SR-21, Tomah, WI, ","No_Match"
"3645","I-80, EXIT 147 & SR-144, Snow Shoe, PA, ","Tie"
"4977","SR-54, Wisconsin Rapids, WI, ","No_Match"
"68895","I-196, EXIT 62, Hudsonville, MI, ","No_Match"
"68894","US-131, EXIT 97, Rockford, MI, ","No_Match"
"68893","I-96, EXIT 52 & SR-50, Lowell, MI, ","No_Match"
"66237","I-40, EXIT 140, Albuquerque, NM, ","No_Match"
"66238","I- 90, EXIT 29, Canajoharie, NY, ","No_Match"
"68899","SR-9, Westborough, MA, ","No_Match"
"66235","I-75, EXIT 95 & SR-627, Richmond, KY, ","No_Match"
"66236","I-80, EXIT 332 & SR-14, Aurora, NE, ","Match","Non_Exact","332  STATE HWY 14, AURORA, NE, 68818","-97.996896011063,40.73218448291","159710168","R"
"68897","I-75, EXIT 141, Pioneer, TN, ","No_Match"
"2331","SR-135, Portsmouth, VA, ","No_Match"
"66239","US-27/SR-80/SR-25, South Bay, FL, ","No_Match"
"4983","I-94, EXIT 28 & SR-128, Wilson, WI, ","No_Match"
"68892","US-31, Holland, MI, ","No_Match"
"66230","I-70, EXIT 53 & SR-25, Colby, KS, ","No_Match"
"68891","I-40 EXIT 364, Lenoir City, TN, ","No_Match"
"68890","I-430, EXIT 12 & SR-100, Maumelle, AR, ","No_Match"
"66244","I-37, EXIT 56, George West, TX, ","No_Match"
"66242","US-34, EXIT 4TH AVE, Holdrege, NE, ","No_Match"
"66243","SR-9, Baileyville, ME, ","No_Match"
"66248","I-95, EXIT 6, Scarborough, ME, ","No_Match"
"66249","SR-125, Epping, NH, ","No_Match"
"66247","I-90 EXIT 83, Charlton, MA, ","No_Match"
"2340","SR-8 & SR-13, Prentice, WI, ","No_Match"
"2336","I-77 & I-81, EXIT 77, Wytheville, VA, ","No_Match"
"4996","I-90, EXIT 452, Billings, MT, ","No_Match"
"66241","US-30, Central City, NE, ","No_Match"
"66255","US-2 & SR-16, Gorham, NH, ","No_Match"
"66259","I-35, EXIT 304, Temple, TX, ","No_Match"
"66257","I-80/US-30, EXIT 173, Wamsutter, WY, ","No_Match"
"66258","I-93, EXIT 23, New Hampton, NH, ","No_Match"
"3678","US-281 BUS, Alice, TX, ","No_Match"
"66252","US-1A, Holden, ME, ","No_Match"
"66250","US-1, Wake Forest, NC, ","No_Match"
"66266","I-80, EXIT 90, Elkhart, IN, ","No_Match"
"66267","I-65, EXIT 230, Demotte, IN, ","No_Match"
"3692","I-77,  EXIT 16B, Charlotte, NC, ","No_Match"
"1028","I-495, EXIT 4 & SR-9, New Castle, DE, ","No_Match"
"3688","I-94, EXIT 243 & SR-29, New Baltimore, MI, ","No_Match"
"66263","I-78, EXIT 1, Fleetwood, PA, ","No_Match"
"66261","I-95, EXIT 71, Dunn, NC, ","No_Match"
"66278","I-84, EXIT 6, Newburgh, NY, ","No_Match"
"1043","I-75 EXIT 414  & US-41, Lake City, FL, ","No_Match"
"1042","US-441 & SR-100A, Lake City, FL, ","No_Match"
"3699","I-69, EXIT 278 & SR-5, Warren, IN, ","No_Match"
"66273","I-59, EXIT 181 & US-77, Gadsden, AL, ","No_Match"
"66274","I-80, EXIT 352 & US-93, Wells, NV, ","No_Match"
"66272","I-85, EXIT 113, High Point, NC, ","No_Match"
"66286","I-40/75, EXIT 374, Knoxville, TN, ","No_Match"
"1047","I-10/SR-8, EXIT 142 & SR-71, Marianna, FL, ","No_Match"
"66284","I-89, EXIT 19, Saint Albans, VT, ","No_Match"
"66285","I-675, EXIT 5, Ellenwood, GA, ","No_Match"
"72054","US-45, Guntown, MS, ","No_Match"
"68801","US-281, Blanco, TX, ","No_Match"
"72067","US-90 & FM-471, Castroville, TX, ","Match","Exact","US HWY 90 & FM 471, CASTROVILLE, TX, 78009","-98.871440637568,29.355718002743","",""
"1075","I-16 /SR-404, EXIT 51 & US-441, Dublin, GA, ","No_Match"
"68803","I-45, EXIT 152, Madisonville, TX, ","No_Match"
"72066","SR-46, Seguin, TX, ","No_Match"
"72063","US-301, Upper Marlboro, MD, ","No_Match"
"68808","US-701, Loris, SC, ","No_Match"
"68806","US-90, Westwego, LA, ","No_Match"
"72060","US-45 & SR-16, Scooba, MS, ","No_Match"
"60084","US-84, Ashford, AL, ","No_Match"
"72078","I-69C, Exit 9 & US-281, Edinburg, TX, ","No_Match"
"68815","I-35, EXIT 127 & FM-471, Natalia, TX, ","No_Match"
"68814","I-40/US-180, EXIT 283, Holbrook, AZ, ","No_Match"
"68813","I-96, EXIT 86 & SR-100, Eagle, MI, ","No_Match"
"72077","I-55 & SR-306, Coldwater, MS, ","Match","Non_Exact","55  STATE HWY 306, COLDWATER, MS, 38618","-89.979987244244,34.699748889715","608110146","L"
"72074","US-84 & FM-2837, Woodway, TX, ","No_Match"
"72075","US-5, Exit 87, Hartford, CT, ","No_Match"
"72072","SR 17, Guyton, GA, ","No_Match"
"72073","I-85 & SR-54, Graham, NC, ","No_Match"
"72071","Ashley Phosphate Rd & Cross Country Rd, North Charleston, SC, ","Match","Non_Exact","ASHLEY PHOSPHATE RD & CROSS COUNTY RD, NORTH CHARLESTON, SC, 29418","-80.072988101735,32.929301595772","",""
"68823","SR-13, Mansfield, OH, ","No_Match"
"68822","I-35/US-50, EXIT 148 & SR-131, Lebo, KS, ","No_Match"
"68821","CR-139, Lancaster, NY, ","No_Match"
"72089","SR-55, Columbia, KY, ","No_Match"
"68826","US-44, Seekonk, MA, ","No_Match"
"68825","I-95, EXIT 40, Milford, CT, ","No_Match"
"72087","US-9, Jersey City, NJ, ","No_Match"
"68824","SR-60 & CR-9, Heron Lake, MN, ","Match","Non_Exact","60TH AVE & CO RD 9, ALBANY, MN, 56307","-94.533971273419,45.774423983647","",""
"72086","SR-52, SAMSON, AL, ","No_Match"
"72083","US-49/SR-42, Hattiesburg, MS, ","Match","Non_Exact","49 HWY 42, HATTIESBURG, MS, 39401","-89.315961308228,31.346456687765","323357","L"
"68828","US-78 & SR-15, New Albany, MS, ","No_Match"
"72084","US-6 & SR-14, Troy, PA, ","No_Match"
"72081","US-181 & SR-361, Ingleside, TX, ","No_Match"
"72082","SR-124, Bluffton, IN, ","No_Match"
"72080","US-180/62, Seminole, TX, ","No_Match"
"9803","I-40 & I-75, EXIT 369, Knoxville, TN, ","Match","Non_Exact","40  I- 75, KNOXVILLE, TN, 37912","-83.968794555806,35.991520702044","42616727","L"
"9808","I-94, EXIT 167, Dexter, MI, ","No_Match"
"9821","I-24, EXIT 64, La Vergne, TN, ","No_Match"
"68831","SR-65 & CR-J, Minneapolis, MN, ","Tie"
"68836","US-60, Pampa, TX, ","No_Match"
"68835","US-258/SR-24, Richlands, NC, ","No_Match"
"72096","SR-29, East Dublin, GA, ","No_Match"
"72097","US-287 & SR-25, Electra, TX, ","No_Match"
"68839","US-69/SR-43, Stringtown, OK, ","No_Match"
"72092","SR-42/SR-43, Pinetops, NC, ","No_Match"
"72090","US-81 & SR-66, El Reno, OK, ","Match","Non_Exact","W 81ST ST & STATE HWY 66, TULSA, OK, 74131","-96.078349434441,36.046595628699","",""
"72091","US-64, Columbia, NC, ","No_Match"
"9812","I-40, EXIT 398, Knoxville, TN, ","No_Match"
"9818","I-95, EXIT 157, Newport, ME, ","No_Match"
"68841","I-95, EXIT 1, Saint Marys, GA, ","No_Match"
"68840","I-20/US-84, EXIT 242 & FM-142, Sweetwater, TX, ","No_Match"
"68845","I-95, EXIT 4, Skippers, VA, ","No_Match"
"68844","I-10, EXIT 259, Fort Stockton, TX, ","No_Match"
"68843","I-37, EXIT 125, San Antonio, TX, ","No_Match"
"68849","US-80/SR-8 & CR-480, Selma, AL, ","Match","Non_Exact","8  CO RD 480, SELMA, AL, 36701","-86.970076790596,32.353257585687","1307506","L"
"68848","I-35, EXIT 328 & FM-2063, Hewitt, TX, ","No_Match"
"68847","US-190/US-183 & US-281, Lampasas, TX, ","Tie"
"203","I-80/94, EXIT 2, Highland, IN, ","No_Match"
"207","SR-32, Sardinia, OH, ","No_Match"
"68850","US-84/US-425, Vidalia, LA, ","No_Match"
"9843","I-70, EXIT 341, Maple Hill, KS, ","No_Match"
"68856","I-40, EXIT 265, Checotah, OK, ","No_Match"
"9842","US-59 & US-54, Moran, KS, ","Match","Exact","US HWY 59 & US HWY 54, MORAN, KS, 66755","-95.170011016275,37.921583251334","",""
"216","I-10, EXIT 50, Ocean Springs, MS, ","No_Match"
"217","I-70, EXIT 252, Salina, KS, ","No_Match"
"9851","US-151/US-52/US-61, Dubuque, IA, ","No_Match"
"68861","SR-76/SR-44, Caledonia, MN, ","No_Match"
"68860","I-35, EXIT 101 & FM-140, Pearsall, TX, ","No_Match"
"9855","I-65, EXIT 95, Whiteland, IN, ","No_Match"
"68865","I-275, EXIT 42B & SR-747, Cincinnati, OH, ","No_Match"
"68864","I-75, EXIT 68, Dayton, OH, ","No_Match"
"68869","SR-2 & SR-11, Cairo, NE, ","No_Match"
"68868","SR-92/SR-2, Broken Bow, NE, ","No_Match"
"9862","I-80, EXIT 6, Gary, IN, ","No_Match"
"9860","US-31, Rochester, IN, ","No_Match"
"61326","MILEPOST 39 NJ TURNPIKE N, Mount Laurel, NJ, ","Match","Non_Exact","39 NEW JERSEY TPKE, MOUNT LAUREL, NJ, 08054","-74.882838248913,39.985098882076","134095657","L"
"63988","US-400/SR-47, Fredonia, KS, ","No_Match"
"61328","US-130, North Brunswick, NJ, ","No_Match"
"231","I-75, EXIT 62 & US-25, Mount Vernon, KY, ","No_Match"
"235","I-75, EXIT 358, Ocala, FL, ","No_Match"
"63990","I-229/US-59, EXIT 4B & US-36, Wathena, KS, ","No_Match"
"7213","I-90, EXIT 58, Irving, NY, ","No_Match"
"63992","US-169 & US-59, Garnett, KS, ","No_Match"
"7212","I-90 & RTE 22, EXIT B-3, Canaan, NY, ","No_Match"
"7215","I-90, EXIT 28, Fultonville, NY, ","No_Match"
"63994","I-70 EXIT 298, Junction City, KS, ","No_Match"
"61333","US-46, Palisades Park, NJ, ","No_Match"
"63997","US-400, Leon, KS, ","No_Match"
"61337","NJTP, MM 5, Penns Grove, NJ, ","No_Match"
"240","I-10, EXIT 153 & SR-1, Port Allen, LA, ","No_Match"
"61339","I-78, EXIT 3 & US-22, Phillipsburg, NJ, ","No_Match"
"243","US-41 & SR-10, Lake Village, IN, ","Match","Non_Exact","N US HWY 41 & W STATE RD 10, LAKE VILLAGE, IN, 46349","-87.454366872896,41.144878263837","",""
"244","I-10, EXIT 92 & SR-95, Duson, LA, ","No_Match"
"248","I-10, EXIT 236, New Orleans, LA, ","No_Match"
"7220","US-9W/SR-32, Glenmont, NY, ","Match","Non_Exact","32 US HWY 9W, GLENMONT, NY, 12077","-73.777061043004,42.623310788417","658247268","R"
